Symbol,Name,Date Public,Founded,MarketValue,PQ1EarningsDate,PQ1Variance,-10 Before Earnings,+10 Since Earnings,+20 Since Earnings,+30 Since Earnings,P/Q-2 Earnings Date,P/Q-2Variance,-10 Before Earnings,+10 Since Earnings,+20 Since Earnings,+30 Since Earnings,P/Q-3 Earnings Date,P/Q-3Variance,-10 Before Earnings,+10 Since Earnings,+20 Since Earnings,+30 Since Earnings,P/Q-4 Earnings Date,P/Q-4 % Variance,-10 Before Earnings,+10 Since Earnings,+20 Since Earnings,+30 Since Earnings,P/Q-5 Earnings Date,P/Q-5 % Variance,-10 Before Earnings,+10 Since Earnings,+20 Since Earnings,+30 Since Earnings,P/Q-6 Earnings Date,P/Q-6 % Variance,-10 Before Earnings,+10 Since Earnings,+20 Since Earnings,+30 Since Earnings
EOG,"EOG Resources, Inc.",10/04/1989,1985,"20,255.5",2/28/2020,16%,-8.58%,-35.90%,0.00%,0.00%,11/7/2019,0%,-3.13%,-2.58%,-0.61%,9.90%,8/2/2019,-1%,-3.77%,-6.64%,-3.53%,12.80%,5/3/2019,17%,-13.04%,5.12%,-6.88%,-2.35%,2/27/2019,-8%,-3.53%,-7.57%,7.40%,1.29%,11/2/2018,15%,-8.79%,2.11%,0.73%,-4.37%
ANSS,"ANSYS, Inc.", 6/20/1996,1970,"20,225.9",2/27/2020,13%,0.81%,0.35%,15.14%,0.00%,11/7/2019,13%,-1.18%,8.72%,2.68%,-0.98%,8/6/2019,26%,-5.37%,6.69%,-1.69%,0.00%,5/2/2019,18%,1.07%,1.23%,-1.92%,4.74%,2/28/2019,43%,-0.82%,1.01%,-0.02%,1.93%,11/8/2018,27%,5.06%,-5.19%,2.31%,-0.12%
ZBH,"Zimmer Biomet Holdings, Inc.", 7/25/2001,1927,"20,186.3",2/4/2020,1%,1.78%,-0.75%,-6.19%,-29.17%,11/5/2019,1%,-3.24%,1.42%,2.80%,-2.27%,7/26/2019,1%,2.17%,6.27%,-1.05%,-2.11%,4/26/2019,0%,-4.50%,0.28%,-4.26%,4.09%,2/1/2019,0%,0.91%,3.34%,-0.10%,-0.33%,10/26/2018,2%,1.59%,-2.52%,-0.02%,0.16%
FLT,"FleetCor Technologies, Inc.",12/15/2010,1985,"20,115.1",2/7/2020,1%,3.16%,0.23%,-10.46%,5.78%,11/7/2019,2%,-1.50%,-1.12%,2.75%,-7.54%,8/7/2019,2%,-3.08%,1.76%,-1.32%,-4.61%,5/8/2019,1%,-1.43%,3.97%,-8.31%,6.64%,2/7/2019,2%,0.61%,1.42%,1.41%,2.49%,10/31/2018,0%,-8.89%,-4.38%,-1.02%,-2.77%
CERN,Cerner Corporation,12/05/1986,1979,"20,098.2",2/5/2020,2%,-1.42%,-3.63%,4.84%,-11.22%,10/25/2019,0%,-1.47%,-1.11%,2.51%,1.94%,7/25/2019,3%,-5.53%,0.17%,0.69%,-7.97%,4/26/2019,-1%,0.09%,7.74%,4.24%,0.80%,2/6/2019,0%,0.69%,-0.01%,-2.33%,1.66%,10/26/2018,0%,1.94%,-1.05%,4.32%,-3.85%
FTV,Fortive Corp., 6/13/2016,2015,"20,094.1",2/7/2020,6%,-0.37%,-5.24%,0.56%,-3.83%,10/25/2019,0%,6.86%,4.18%,-3.65%,3.93%,7/26/2019,1%,2.40%,-6.69%,-0.70%,-5.21%,4/26/2019,0%,0.74%,-1.24%,-3.71%,-1.06%,2/8/2019,7%,2.33%,2.88%,1.10%,0.30%,10/26/2018,-14%,-2.10%,-1.73%,1.01%,-3.03%
FAST,Fastenal Company, 8/20/1987,1967,"19,581.2",1/17/2020,-1%,-1.65%,-0.21%,2.90%,0.65%,10/11/2019,4%,-1.77%,0.52%,-2.73%,-4.32%,7/11/2019,-3%,-5.47%,3.33%,-3.28%,3.76%,4/11/2019,2%,0.85%,2.28%,-6.10%,-4.13%,1/17/2019,-1%,0.95%,2.90%,1.29%,-1.24%,10/10/2018,3%,-2.90%,-1.16%,6.48%,9.42%
SNPS,"Synopsys, Inc.", 2/26/1992,1986,"19,511.5",2/20/2020,10%,3.07%,2.21%,-8.95%,0.00%,12/5/2019,2%,-3.90%,2.93%,0.92%,5.80%,8/22/2019,8%,2.22%,2.74%,-6.81%,3.57%,5/23/2019,6%,-2.92%,3.94%,1.78%,4.29%,2/21/2019,12%,2.38%,2.63%,5.81%,1.22%,12/6/2018,0%,3.94%,0.19%,-0.46%,1.37%
ADM,Archer-Daniels-Midland Company,11/05/1984,1902,"19,325.2",1/30/2020,12%,-1.59%,-4.02%,-4.73%,1.10%,10/31/2019,12%,0.17%,-0.29%,-1.19%,4.33%,8/1/2019,-2%,2.01%,-7.21%,-0.15%,7.43%,4/26/2019,-23%,-4.82%,5.53%,-5.86%,0.11%,2/5/2019,-5%,-1.54%,-1.66%,0.77%,-1.12%,11/6/2018,11%,-1.07%,0.47%,-2.45%,-1.04%
ROK,"Rockwell Automation, Inc.",11/05/1984,1928,"19,307.5",1/29/2020,1%,-4.47%,1.63%,2.28%,-3.06%,11/12/2019,5%,-0.27%,-2.50%,3.43%,-2.24%,7/25/2019,5%,9.02%,-4.35%,-2.05%,3.65%,4/25/2019,-2%,1.81%,-2.25%,-6.62%,-0.67%,1/29/2019,11%,2.90%,-4.59%,2.66%,-0.27%,11/7/2018,5%,9.72%,0.49%,-4.24%,-1.70%
EIX,Edison International,11/05/1984,1886,"19,306.9",2/28/2020,-4%,2.47%,-11.65%,0.00%,0.00%,10/30/2019,-5%,-7.87%,7.94%,0.46%,1.80%,7/26/2019,40%,-0.12%,8.27%,-0.73%,-6.06%,5/1/2019,-27%,-3.59%,1.85%,1.60%,-3.48%,3/1/2019,0%,-2.20%,3.94%,-3.54%,5.70%,10/31/2018,19%,4.50%,-22.21%,0.18%,13.92%
WMB,"Williams Companies, Inc.",11/05/1984,1908,"19,169.6",2/20/2020,-4%,-2.49%,-5.59%,-14.82%,0.00%,10/31/2019,-28%,-1.57%,-3.66%,1.97%,-1.00%,8/1/2019,16%,-11.01%,-6.73%,0.66%,1.27%,5/2/2019,-28%,-2.84%,1.81%,-0.20%,-2.77%,2/14/2019,-20%,-2.73%,-0.08%,0.16%,3.79%,11/1/2018,-39%,-5.99%,-2.73%,0.32%,-1.88%
DOW,"Dow, Inc.", 3/20/2019,2018,"19,079.5",1/29/2020,7%,-9.59%,-3.89%,-8.08%,-23.55%,10/24/2019,26%,4.36%,10.20%,-4.12%,-2.71%,7/25/2019,2%,10.07%,-5.71%,-9.70%,0.88%,5/2/2019,6%,-4.62%,1.73%,-7.42%,4.31%,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
XLNX,"Xilinx, Inc.", 6/12/1990,1984,"19,046.0",1/29/2020,9%,-0.02%,0.23%,-0.98%,3.38%,10/24/2019,-1%,0.75%,0.55%,-6.50%,0.07%,7/25/2019,2%,11.52%,-11.79%,-4.50%,-0.50%,4/25/2019,1%,6.66%,2.57%,-10.76%,3.12%,1/24/2019,10%,-0.88%,3.79%,5.56%,-1.68%,10/25/2018,11%,-2.64%,5.31%,6.82%,0.11%
TSN,"Tyson Foods, Inc. Class A",11/05/1984,1935,"18,800.5",2/6/2020,2%,-4.45%,-2.28%,-6.13%,-18.78%,11/12/2019,-2%,-0.87%,-0.72%,-1.46%,0.47%,8/5/2019,2%,0.24%,1.34%,7.20%,-8.23%,5/6/2019,6%,0.79%,9.28%,-1.90%,-6.94%,2/7/2019,1%,-2.88%,1.99%,0.82%,4.36%,11/13/2018,18%,-3.22%,-2.95%,1.76%,-0.03%
AEE,Ameren Corporation,11/05/1984,1902,"18,750.6",2/26/2020,22%,6.08%,6.83%,-5.84%,0.00%,11/8/2019,1%,-6.29%,0.89%,-0.94%,-1.42%,8/2/2019,-4%,0.66%,2.48%,-0.58%,-2.61%,5/9/2019,14%,0.73%,6.88%,-1.73%,-0.14%,2/14/2019,-13%,0.35%,0.55%,2.66%,0.28%,10/31/2018,14%,4.84%,6.60%,-2.74%,7.87%
CTVA,Corteva Inc, 5/24/2019,2018,"18,600.2",1/30/2020,-160%,-2.68%,1.79%,0.99%,0.34%,10/31/2019,-14%,0.35%,-2.05%,-2.90%,0.85%,8/1/2019,43%,9.85%,-5.60%,1.75%,-1.53%,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
DTE,DTE Energy Company,11/05/1984,1995,"18,572.6",2/5/2020,4%,0.06%,-1.60%,-2.97%,-17.05%,10/28/2019,-3%,-3.09%,-5.62%,1.16%,0.63%,7/24/2019,-8%,-3.28%,4.84%,0.26%,-2.30%,4/24/2019,4%,-0.99%,0.79%,4.94%,1.29%,2/7/2019,-2%,-1.08%,1.25%,1.26%,-0.37%,10/24/2018,21%,3.30%,-7.24%,6.22%,2.92%
ABC,AmerisourceBergen Corporation, 4/04/1995,1947,"18,530.3",1/30/2020,5%,1.41%,3.48%,1.31%,15.83%,11/7/2019,2%,-3.51%,4.35%,-1.56%,-4.77%,8/1/2019,9%,2.08%,-2.79%,-7.51%,-1.07%,5/2/2019,8%,-3.17%,1.88%,4.67%,4.15%,1/31/2019,7%,-1.13%,2.05%,-6.22%,-3.69%,11/6/2018,1%,-1.25%,9.80%,-5.42%,-6.44%
ESS,"Essex Property Trust, Inc.", 6/07/1994,1971,"18,245.6",1/30/2020,38%,0.81%,0.14%,0.24%,6.40%,10/24/2019,9%,-3.23%,-6.11%,-0.54%,-2.54%,7/25/2019,9%,-5.63%,4.01%,5.95%,-0.06%,4/25/2019,44%,-4.77%,2.47%,4.90%,0.56%,1/31/2019,50%,4.51%,0.80%,-1.76%,3.38%,10/29/2018,6%,7.74%,-4.02%,2.95%,1.02%
BXP,"Boston Properties, Inc.", 6/18/1997,1970,"18,158.6",1/29/2020,2%,3.55%,-1.84%,0.26%,3.85%,10/30/2019,0%,2.00%,-3.23%,-0.38%,-3.31%,7/31/2019,38%,0.90%,-0.96%,-0.95%,1.07%,5/1/2019,-5%,-0.98%,-0.61%,-0.19%,-0.42%,1/30/2019,-25%,4.66%,-0.28%,-2.10%,1.05%,10/31/2018,-10%,3.62%,3.22%,2.91%,1.79%
ARE,"Alexandria Real Estate Equities, Inc.", 5/28/1997,1994,"18,127.7",2/4/2020,217%,3.53%,-1.99%,4.13%,-9.61%,10/29/2019,-188%,0.77%,-2.92%,2.56%,-1.45%,7/30/2019,-6%,-1.05%,0.18%,3.31%,-0.50%,4/30/2019,105%,-3.68%,4.64%,2.03%,1.80%,2/5/2019,-157%,3.31%,2.08%,2.30%,0.47%,10/30/2018,271%,5.60%,-2.11%,-0.20%,2.37%
PH,Parker-Hannifin Corporation,11/05/1984,1918,"18,011.9",1/30/2020,12%,-3.49%,0.98%,-1.16%,-14.96%,10/31/2019,4%,5.68%,3.81%,0.80%,2.92%,8/1/2019,6%,4.70%,-5.36%,1.35%,8.11%,5/2/2019,5%,-5.14%,-2.55%,-5.80%,2.72%,1/31/2019,4%,4.09%,0.94%,1.93%,-3.32%,11/1/2018,12%,-3.21%,6.82%,0.27%,-5.54%
MKC,"McCormick & Company, Incorporated",11/05/1984,1889,"17,937.7",1/28/2020,0%,5.84%,-4.25%,0.88%,7.68%,10/1/2019,13%,-0.12%,-5.49%,-0.57%,-2.71%,6/27/2019,8%,-4.85%,-1.45%,2.11%,4.01%,3/26/2019,8%,3.27%,3.26%,-3.00%,3.54%,1/24/2019,-2%,-3.51%,-2.10%,5.39%,2.64%,9/27/2018,1%,-1.24%,9.01%,6.84%,4.50%
ALXN,"Alexion Pharmaceuticals, Inc.", 2/28/1996,1992,"17,809.5",1/30/2020,4%,-4.93%,0.25%,3.03%,-5.36%,10/23/2019,13%,0.00%,-2.41%,0.59%,-1.42%,7/24/2019,13%,-3.58%,-5.50%,3.89%,-14.51%,4/25/2019,8%,-7.20%,-1.04%,-3.31%,-7.48%,2/4/2019,18%,7.47%,2.02%,4.11%,-2.57%,10/24/2018,16%,-1.01%,8.67%,-1.44%,-1.58%
CMS,CMS Energy Corporation, 5/27/1987,1987,"17,711.4",1/30/2020,-1%,5.61%,-3.08%,1.06%,12.35%,10/24/2019,9%,-4.98%,-9.49%,2.55%,-2.27%,7/25/2019,-8%,-2.49%,5.77%,3.88%,-0.95%,4/25/2019,-2%,-2.12%,1.19%,7.00%,-1.19%,1/31/2019,-1%,-0.35%,-0.96%,0.85%,2.33%,10/25/2018,2%,7.49%,-6.32%,8.53%,4.54%
DLTR,"Dollar Tree, Inc.", 3/07/1995,1986,"17,678.7",3/4/2020,2%,0.67%,-5.34%,0.00%,0.00%,11/26/2019,-4%,1.55%,-4.06%,-2.08%,-1.65%,8/29/2019,-3%,5.14%,12.64%,3.17%,0.48%,5/30/2019,0%,-1.66%,6.75%,-1.14%,0.83%,3/6/2019,0%,-4.04%,-0.53%,1.59%,2.08%,11/29/2018,3%,-5.09%,2.02%,9.24%,2.06%
CMG,"Chipotle Mexican Grill, Inc.", 1/26/2006,1993,"17,503.8",2/5/2020,4%,2.29%,7.39%,-11.33%,-13.36%,10/23/2019,19%,-0.51%,-7.97%,3.05%,5.24%,7/24/2019,7%,-1.75%,6.67%,2.53%,-0.56%,4/25/2019,13%,-1.84%,5.84%,-3.81%,4.46%,2/7/2019,23%,-2.64%,-0.87%,4.38%,7.18%,10/26/2018,7%,-1.55%,7.26%,-1.35%,2.62%
CDNS,"Cadence Design Systems, Inc.", 6/15/1987,1988,"17,502.1",2/13/2020,1%,2.11%,-4.44%,3.54%,0.00%,10/22/2019,6%,-0.60%,4.09%,0.32%,-3.58%,7/23/2019,7%,-2.66%,-2.82%,-1.32%,-1.78%,4/23/2019,10%,-0.57%,4.54%,-4.24%,-0.06%,2/20/2019,10%,3.77%,6.63%,3.50%,4.32%,10/23/2018,19%,2.52%,-5.14%,-0.52%,0.93%
GLW,Corning Inc,11/05/1984,1851,"17,410.7",1/29/2020,4%,-7.57%,-1.58%,-4.85%,1.79%,10/29/2019,11%,3.03%,-4.02%,-3.26%,-3.95%,7/30/2019,1%,1.95%,-7.41%,-2.13%,6.09%,4/30/2019,1%,-4.93%,-2.01%,-1.08%,3.28%,1/29/2019,3%,-0.81%,-3.17%,0.11%,-1.86%,10/23/2018,6%,-6.11%,5.72%,-3.58%,2.44%
CPRT,"Copart, Inc.", 3/17/1994,1982,"17,256.8",2/20/2020,-2%,-1.02%,-3.93%,-11.59%,0.00%,11/21/2019,10%,2.54%,-0.65%,0.55%,2.30%,9/5/2019,4%,-1.53%,0.92%,-0.12%,-0.78%,5/23/2019,6%,-1.50%,4.78%,-3.16%,-0.69%,2/21/2019,3%,1.22%,3.95%,-0.98%,4.54%,11/21/2018,0%,-1.46%,-5.06%,5.76%,1.45%
KEYS,Keysight Technologies Inc,10/20/2014,1937,"17,246.0",2/25/2020,17%,-0.88%,9.00%,-2.95%,0.00%,11/27/2019,13%,-2.89%,-1.21%,-5.60%,-2.96%,8/22/2019,22%,3.03%,-4.24%,0.66%,-0.90%,5/30/2019,24%,-12.95%,2.94%,2.04%,1.74%,2/22/2019,16%,4.38%,3.53%,-0.83%,2.18%,11/21/2018,12%,-3.41%,2.90%,6.04%,8.24%
AME,"AMETEK, Inc.",11/05/1984,1930,"17,092.7",2/5/2020,5%,-1.45%,-0.71%,-1.18%,-16.25%,10/31/2019,5%,1.20%,3.79%,0.53%,-1.41%,7/30/2019,3%,-2.91%,-2.42%,-0.80%,0.56%,5/1/2019,3%,1.58%,1.63%,-0.17%,-1.55%,2/5/2019,2%,-0.21%,4.61%,-0.30%,0.50%,11/1/2018,5%,-5.00%,4.05%,-2.27%,1.56%
EFX,Equifax Inc.,11/05/1984,1899,"17,059.1",2/13/2020,2%,-3.24%,-0.36%,8.16%,0.00%,10/24/2019,2%,-3.06%,-5.36%,2.38%,-1.11%,7/25/2019,3%,4.23%,6.79%,0.36%,0.03%,5/10/2019,0%,-2.56%,3.79%,4.79%,0.65%,2/21/2019,4%,-1.62%,-0.74%,2.25%,6.19%,10/25/2018,-1%,-1.00%,-0.11%,5.24%,-2.90%
APTV,Aptiv PLC,11/17/2011,2011,"16,964.4",1/30/2020,13%,1.23%,0.38%,-1.61%,-5.81%,10/30/2019,0%,1.20%,-2.42%,1.20%,0.67%,7/31/2019,17%,1.66%,-4.73%,2.22%,5.95%,5/2/2019,4%,-7.76%,-6.41%,-8.80%,12.55%,1/31/2019,11%,2.91%,-0.99%,3.60%,-3.06%,10/31/2018,3%,4.36%,-2.18%,-6.07%,-2.83%
AJG,Arthur J. Gallagher & Co.,11/05/1984,1927,"16,953.5",1/31/2020,10%,4.74%,1.49%,3.27%,-12.99%,10/25/2019,1%,1.84%,-0.53%,-0.01%,1.69%,7/26/2019,6%,0.28%,1.37%,-0.34%,-2.57%,4/26/2019,1%,4.03%,2.19%,2.82%,2.01%,2/1/2019,3%,-2.09%,1.14%,-1.01%,-1.16%,10/26/2018,1%,3.12%,0.75%,2.17%,-1.26%
SWK,"Stanley Black & Decker, Inc.",11/05/1984,1843,"16,802.6",1/29/2020,0%,0.96%,0.15%,-7.32%,-6.45%,10/24/2019,5%,8.39%,6.29%,-3.41%,0.95%,7/23/2019,5%,-2.71%,-5.24%,-1.89%,-5.72%,4/24/2019,28%,0.98%,0.22%,-5.16%,0.76%,1/22/2019,0%,5.57%,8.70%,3.09%,-1.95%,10/25/2018,2%,-8.50%,7.96%,4.21%,-3.55%
MCHP,Microchip Technology Incorporated, 3/19/1993,1989,"16,760.5",2/5/2020,5%,-6.22%,-1.58%,-7.75%,-21.10%,11/6/2019,0%,1.11%,-5.87%,5.70%,3.01%,8/7/2019,2%,-6.92%,-0.88%,-2.05%,3.03%,5/8/2019,6%,-2.40%,-9.95%,1.88%,-0.94%,2/6/2019,6%,6.83%,-2.06%,-4.24%,-0.06%,11/8/2018,5%,8.77%,5.99%,-3.58%,2.68%
FRC,First Republic Bank,12/09/2010,1985,"16,582.4",1/14/2020,8%,-3.45%,-6.93%,1.92%,0.52%,10/15/2019,8%,0.77%,2.46%,0.19%,-2.54%,7/16/2019,-3%,-1.61%,6.02%,-3.67%,-3.66%,4/12/2019,3%,-0.67%,3.12%,-2.57%,0.83%,1/15/2019,5%,-7.99%,0.11%,0.68%,3.22%,10/12/2018,-1%,1.03%,-3.13%,2.57%,6.83%
WY,Weyerhaeuser Company,11/05/1984,1900,"16,341.8",1/31/2020,-46%,-2.63%,0.97%,-2.06%,-20.12%,10/25/2019,-19%,6.87%,-0.47%,-2.81%,0.41%,7/26/2019,67%,-3.10%,-2.17%,3.86%,2.32%,4/26/2019,26%,-2.99%,-4.84%,-8.09%,2.59%,2/1/2019,-13%,4.20%,-7.23%,-3.04%,1.56%,10/26/2018,-25%,2.35%,-3.40%,2.99%,-4.56%
MPC,Marathon Petroleum Corporation, 6/23/2011,1887,"16,198.0",1/29/2020,83%,-10.90%,6.66%,-6.84%,-35.64%,10/31/2019,21%,3.66%,-1.27%,-7.45%,-4.31%,8/1/2019,31%,3.93%,-14.54%,4.17%,6.83%,5/8/2019,-278%,-0.98%,-5.33%,-7.07%,4.12%,2/7/2019,28%,-0.43%,-1.26%,-9.89%,4.86%,11/1/2018,0%,-7.49%,-7.87%,-1.27%,-2.34%
MTD,Mettler-Toledo International Inc.,11/14/1997,1991,"16,178.9",2/7/2020,1%,-7.01%,-4.75%,7.13%,0.43%,11/8/2019,2%,2.36%,-0.23%,5.40%,1.95%,8/2/2019,2%,-6.89%,-6.04%,-2.51%,5.72%,5/10/2019,1%,3.30%,2.00%,8.51%,0.76%,2/8/2019,2%,4.51%,0.83%,0.24%,2.64%,11/9/2018,3%,7.12%,3.14%,0.14%,-0.59%
INCY,Incyte Corporation,11/04/1993,1991,"16,006.7",2/13/2020,43%,-2.19%,8.72%,7.01%,0.00%,10/29/2019,33%,0.61%,1.44%,7.20%,1.14%,7/30/2019,69%,-1.62%,-0.26%,-1.23%,-6.88%,4/30/2019,78%,-7.60%,2.71%,3.75%,-5.94%,2/14/2019,58%,-1.42%,3.49%,-4.14%,1.01%,10/30/2018,-13%,5.92%,2.82%,2.26%,5.68%
DFS,Discover Financial Services, 6/14/2007,1986,"15,959.6",1/24/2020,0%,1.98%,-2.35%,0.10%,-10.19%,10/23/2019,3%,4.32%,0.90%,-1.58%,-0.08%,7/24/2019,10%,3.96%,-4.48%,-6.33%,0.73%,4/26/2019,6%,2.72%,-0.32%,-1.38%,-0.51%,1/25/2019,-1%,4.36%,0.15%,1.09%,0.16%,10/26/2018,0%,-0.53%,-0.03%,3.82%,-8.62%
NTRS,Northern Trust Corporation,11/05/1984,1889,"15,913.3",1/22/2020,-2%,0.80%,-1.95%,-1.92%,-11.00%,10/23/2019,3%,7.83%,3.43%,-0.92%,1.04%,7/24/2019,5%,2.78%,-7.05%,-3.00%,1.96%,4/23/2019,1%,-3.94%,3.30%,-2.50%,-5.89%,1/23/2019,10%,3.21%,-3.04%,0.84%,-2.06%,10/17/2018,-2%,-0.40%,3.35%,2.13%,-0.27%
NDAQ,"Nasdaq, Inc.", 7/01/2002,1971,"15,849.4",1/29/2020,2%,4.11%,-4.42%,6.03%,-0.91%,10/23/2019,5%,-2.83%,-3.78%,4.59%,-1.38%,7/24/2019,2%,-1.69%,2.33%,1.77%,0.88%,4/24/2019,5%,-0.41%,3.64%,-0.03%,6.41%,1/30/2019,0%,4.22%,-1.27%,2.73%,-9.17%,10/24/2018,1%,1.48%,5.46%,1.83%,0.66%
BBY,"Best Buy Co., Inc.", 4/18/1985,1966,"15,801.0",2/27/2020,6%,-1.49%,-12.65%,10.22%,0.00%,11/26/2019,9%,-4.25%,2.66%,2.09%,2.33%,8/29/2019,9%,1.27%,3.47%,2.97%,1.55%,5/23/2019,18%,-5.20%,-5.14%,3.79%,5.64%,2/27/2019,6%,-0.03%,-1.45%,3.75%,2.57%,11/20/2018,9%,-10.95%,-4.13%,-10.66%,7.70%
FOXA,Fox Corporation Class A, 2/28/2019,2018,"15,666.9",2/6/2020,-590%,-1.51%,-2.87%,-9.07%,-9.33%,11/7/2019,19%,-2.83%,1.50%,-2.27%,3.08%,8/8/2019,5%,5.67%,-5.49%,1.62%,-5.80%,5/9/2019,14%,0.19%,-2.55%,-9.81%,4.17%,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
LYB,LyondellBasell Industries NV, 4/28/2010,2013,"15,623.7",1/31/2020,-19%,-8.33%,1.16%,-1.34%,-37.14%,11/1/2019,-6%,2.45%,0.72%,-3.44%,-1.44%,8/2/2019,-4%,-3.60%,-1.19%,2.97%,13.25%,4/26/2019,1%,-2.31%,-4.27%,-3.88%,5.15%,2/1/2019,-21%,-0.85%,-4.11%,-3.63%,1.50%,10/30/2018,11%,-4.92%,2.06%,-0.98%,-5.71%
CHD,"Church & Dwight Co., Inc.",11/05/1984,1846,"15,555.2",1/31/2020,0%,1.46%,-1.96%,6.52%,-15.57%,10/31/2019,8%,1.39%,-4.80%,1.73%,-1.31%,7/31/2019,9%,1.39%,7.50%,1.60%,-13.80%,5/2/2019,6%,-0.47%,0.45%,4.74%,-1.39%,2/5/2019,-2%,-6.44%,5.47%,1.03%,-0.82%,11/1/2018,7%,4.97%,1.63%,-0.39%,6.27%
CBRE,"CBRE Group, Inc. Class A", 6/10/2004,1906,"15,527.6",2/27/2020,-2%,-2.66%,-4.64%,4.15%,0.00%,11/6/2019,1%,4.72%,3.36%,3.87%,0.52%,8/1/2019,6%,2.05%,-3.96%,-0.47%,1.68%,5/8/2019,29%,-1.15%,-3.75%,2.45%,0.75%,2/13/2019,8%,3.21%,-0.29%,-0.19%,-2.19%,11/1/2018,4%,5.09%,2.38%,0.19%,-2.30%
COO,"Cooper Companies, Inc.",11/05/1984,1958,"15,521.3",3/6/2020,-1%,1.91%,-12.81%,0.00%,0.00%,12/6/2019,1%,2.35%,2.01%,0.93%,8.42%,8/30/2019,2%,-4.98%,-4.79%,-0.88%,-1.24%,5/31/2019,6%,0.63%,3.42%,2.98%,-4.11%,3/6/2019,15%,1.98%,1.47%,0.28%,-7.04%,12/7/2018,-3%,4.02%,6.03%,0.62%,3.32%
TIF,Tiffany & Co., 5/05/1987,1837,"15,497.6",12/5/2019,-24%,8.43%,-2.92%,-0.70%,-1.89%,8/28/2019,7%,-3.94%,9.14%,-4.56%,-1.82%,6/4/2019,1%,-2.15%,-4.74%,-1.20%,0.74%,1/18/2019,1%,-0.55%,-3.67%,0.10%,4.55%,11/28/2018,0%,-2.27%,-6.13%,1.10%,3.99%,8/28/2018,16%,-3.57%,-4.55%,3.32%,-10.58%
ALGN,"Align Technology, Inc.", 1/26/2001,1997,"15,426.1",1/30/2020,24%,-8.79%,0.97%,-7.90%,-1.20%,10/24/2019,13%,12.00%,1.20%,4.42%,-0.17%,7/25/2019,27%,-4.96%,-4.16%,-4.52%,-4.13%,4/25/2019,5%,2.43%,10.78%,-3.19%,-2.01%,1/30/2019,4%,12.15%,5.40%,1.49%,-5.28%,10/25/2018,4%,-3.31%,2.00%,-4.76%,-1.32%
HIG,"Hartford Financial Services Group, Inc.",12/18/1995,1810,"15,232.9",2/4/2020,9%,0.59%,-2.18%,0.32%,-21.11%,11/5/2019,21%,-6.19%,1.32%,-2.02%,-2.43%,8/2/2019,17%,-0.39%,3.01%,-1.57%,0.37%,5/2/2019,12%,-0.61%,4.00%,2.57%,-0.73%,2/5/2019,36%,-1.04%,-0.41%,-0.81%,-2.04%,10/26/2018,9%,-1.97%,-1.40%,-0.15%,-6.46%
CPB,Campbell Soup Company,11/05/1984,1922,"14,870.0",3/4/2020,7%,10.17%,-6.53%,0.00%,0.00%,12/4/2019,9%,-0.17%,-3.13%,-0.45%,-3.81%,8/30/2019,19%,-0.06%,1.23%,1.51%,0.08%,6/5/2019,19%,-0.45%,-5.17%,-0.96%,0.01%,2/27/2019,10%,-6.87%,-3.36%,8.20%,0.02%,11/20/2018,12%,3.48%,-7.91%,6.96%,-13.48%
SYF,Synchrony Financial, 7/31/2014,2003,"14,803.2",1/24/2020,12%,-0.13%,0.67%,0.11%,-7.47%,10/18/2019,8%,2.31%,1.49%,1.82%,0.29%,7/19/2019,2%,1.57%,1.56%,-3.36%,-5.37%,4/18/2019,12%,1.69%,1.62%,4.45%,-0.67%,1/23/2019,20%,1.32%,-1.13%,3.83%,-0.01%,10/19/2018,10%,-1.40%,-14.14%,-2.64%,-2.42%
TFX,Teleflex Incorporated,11/05/1984,1943,"14,763.2",2/20/2020,2%,0.28%,-1.18%,-6.48%,0.00%,10/31/2019,8%,0.10%,-3.50%,1.66%,0.89%,8/1/2019,3%,1.83%,5.36%,-4.17%,-11.77%,5/2/2019,3%,-5.13%,2.36%,-0.06%,6.00%,2/21/2019,0%,2.84%,5.34%,2.52%,-1.77%,11/1/2018,4%,0.23%,-0.89%,4.70%,-3.41%
GRMN,Garmin Ltd.,12/08/2000,1989,"14,747.7",2/19/2020,23%,-4.91%,-2.37%,-17.20%,0.00%,10/30/2019,32%,0.42%,-2.11%,0.28%,-0.89%,7/31/2019,15%,-5.82%,1.90%,3.26%,2.14%,5/1/2019,3%,-4.69%,1.03%,-0.15%,0.43%,2/20/2019,27%,-0.15%,0.91%,-0.65%,3.42%,10/31/2018,31%,4.38%,-2.79%,1.36%,3.66%
